,date,time,username,tweet,hashtags,cashtags
259,2021-08-20,08:40:03,mikeyanlam,"This comment is a great sum up , health care move with the speed of trust,  not the speed of tech or internet.  There are many parties and regulators involved.  The payors and providers don't trust big tech that's a hurdle they need go face. $msft $amzn $goog $aapl $tdoc",[],"['msft', 'amzn', 'goog', 'aapl', 'tdoc']"
260,2021-08-20,08:30:49,mikeyanlam,"@dodgeblake good thread to consolidate big tech in health care,  including $goog $aapl $amzn  $tdoc ..seems amazon still don't have their first health plan signed...",[],"['goog', 'aapl', 'amzn', 'tdoc']"
261,2021-08-20,08:28:10,mparekh,That leaves Apple and Amazon on digital health ambitions: $GOOG $AAPL $AMZN  https://t.co/oirEdazd7J,[],"['goog', 'aapl', 'amzn']"
262,2021-08-20,08:26:10,real_poobah,"@TradingOptionM1 @Post_Market @viggy_krishnan What  would the DOJ reaction be if you can't send $GOOG links over $FB Messenger, if $GOOG did not give search results pointing to $FB pages, $AMZN forcing startups selling there to accept equity investments, etc.  Lots of hysteria over the reg environment in CN.",[],"['goog', 'fb', 'goog', 'fb', 'amzn']"
263,2021-08-20,08:24:46,doubledowndegen,@3pointtrades And $goog announced they just shut down their marketplace,[],['goog']
264,2021-08-20,08:13:42,simonch26478468,@Moneymurad1 @munster_gene $GOOG,[],['goog']
265,2021-08-20,08:07:11,stckpro,$GOOG $GOOGL NEW ARTICLE : 8 Semiconductor Stocks to Watch as Google Makes Its Own Chips  https://t.co/eT52PlObN4 Get all the latest $GOOG related news here :  https://t.co/cboaNl2bcm  https://t.co/VTVLyUxpwD,[],"['goog', 'googl', 'goog']"
266,2021-08-20,08:00:05,gafambot,【GAFAM】 📱 $GOOG 2759.85 (+0.79%) 🛒 $AMZN 3199.35 (+0.36%) 📘 $FB 358.29 (+0.89%) 🍎 $AAPL 147.99 (+0.88%) 🖥 $MSFT 304.50 (+2.60%)  2021-08-21 00:00,[],"['goog', 'amzn', 'fb', 'aapl', 'msft']"
267,2021-08-20,07:57:56,xglobalmarkets,FANG+ Constituents:  $AAPL 148.19 +1.02% $AMZN 3195.73 +0.26% $BABA 163.68 +1.95% $BIDU 138.61 +0.95% $FB 357.66 +0.72% $GOOG 2761.02 +0.86% $NFLX 547.7 +0.77% $NVDA 205.51 +3.8% $TSLA 676.73 +0.46% $TWTR 62.8 +1.2%  #XGlobalMarkets #stocks  https://t.co/Gr5cNjiPGx,"['xglobalmarkets', 'stocks']","['aapl', 'amzn', 'baba', 'bidu', 'fb', 'goog', 'nflx', 'nvda', 'tsla', 'twtr']"
268,2021-08-20,07:54:56,unusuallyactive,FANG+ CONSTITUENTS:  $AAPL 148.19 +1.02% $AMZN 3195.73 +0.26% $BABA 163.68 +1.95% $BIDU 138.61 +0.95% $FB 357.66 +0.72% $GOOG 2761.02 +0.86% $NFLX 547.7 +0.77% $NVDA 205.51 +3.8% $TSLA 676.73 +0.46% $TWTR 62.8 +1.2%,[],"['aapl', 'amzn', 'baba', 'bidu', 'fb', 'goog', 'nflx', 'nvda', 'tsla', 'twtr']"
269,2021-08-20,07:45:05,taocapmktmodel,"Real-time results: $SPY is inside Big-Drop signal, $SPY is Bullish, bolded, confidence 76.8%;  Stock pick: $GOOG, $DFS, $EFX, $ORCL, $FB, $ABB, $TROW, $COF, Daily #market prediction and #stock pick @TaoCapMktModel.  https://t.co/qdwf8YWOiy","['market', 'stock']","['spy', 'spy', 'goog', 'dfs', 'efx', 'orcl', 'fb', 'abb', 'trow', 'cof']"
270,2021-08-20,07:44:47,igsquawk,FANG+ Constituents:  $AAPL 148.19 +1.02% $AMZN 3195.73 +0.26% $BABA 163.68 +1.95% $BIDU 138.61 +0.95% $FB 357.66 +0.72% $GOOG 2761.02 +0.86% $NFLX 547.7 +0.77% $NVDA 205.51 +3.8% $TSLA 676.73 +0.46% $TWTR 62.8 +1.2%,[],"['aapl', 'amzn', 'baba', 'bidu', 'fb', 'goog', 'nflx', 'nvda', 'tsla', 'twtr']"
271,2021-08-20,07:44:41,taocapmktmodel,"Real-time results: $SPY is inside Big-Drop signal, $SPY is Bullish, bolded, confidence 76.8%;  Stock pick: $GOOG, $DFS, $EFX, $ORCL, $FB, $ABB, $TROW, $COF, Daily #market prediction and #stock pick @TaoCapMktModel.  https://t.co/JPMyKaoELc","['market', 'stock']","['spy', 'spy', 'goog', 'dfs', 'efx', 'orcl', 'fb', 'abb', 'trow', 'cof']"
272,2021-08-20,07:43:55,five9sdigital,Google investing $1B for data center land in Columbus with region now a fast growing cloud computing hub  https://t.co/XZUVXksWmH via @DispatchAlerts $GOOG $GOOGL #datacenters #Columbus,"['datacenters', 'columbus']","['goog', 'googl']"
273,2021-08-20,07:42:41,mikeyanlam,Ummmm amazon standing strong ?🤔🤔 $goog $aapl $tdoc $amzn,[],"['goog', 'aapl', 'tdoc', 'amzn']"
274,2021-08-20,07:39:54,newsfilterio,Britain's Concern Over Nvidia-Arm Deal Poses Double Trouble For Nvidia - Read Why? $NVDA $QCOM $MSFT $GOOG $GOOGL  https://t.co/88UXwGrnRc,[],"['nvda', 'qcom', 'msft', 'goog', 'googl']"
275,2021-08-20,07:38:34,blaine_tarr,$GOOG $GOOGL not bad looking here. 2850 next week calls relatively cheap considering the potential and explosiveness of $MSFT right meow.,[],"['goog', 'googl', 'msft']"
276,2021-08-20,07:35:30,jakebychoice,It's insane that people aren't talking about $TSLA Dojo AI supercomputer. The innovation is 🤯 and cements them as the number 1 player in AI for the years to come. $GOOG is the only other company close-- everyone else is hopelessly behind. $SPY $QQQ #stocks,['stocks'],"['tsla', 'goog', 'spy', 'qqq']"
277,2021-08-20,07:32:38,theotherhomie,@mukund $GOOG,[],['goog']
278,2021-08-20,07:31:19,ajithku65,"Most winning trading chat!!! For a limited time, we are opening our trading chatroom to the public!   $YANG $BMA $CYD $BBQ $CRK $CLPR $UNFI $GGAL $GS $LIVE $EXPI $ELP $ARCO $EGRX $ORA $NVTA $AMWL $VGR $CFB $AAPL $MSFT $AMZN $GOOG $GOOGL $BABA $FB $DJI  https://t.co/GiFPpI5iaH",[],"['yang', 'bma', 'cyd', 'bbq', 'crk', 'clpr', 'unfi', 'ggal', 'gs', 'live', 'expi', 'elp', 'arco', 'egrx', 'ora', 'nvta', 'amwl', 'vgr', 'cfb', 'aapl', 'msft', 'amzn', 'goog', 'googl', 'baba', 'fb', 'dji']"
279,2021-08-20,07:30:33,frankcurzio,I give it less than a 40% chance the ARM deal gets done - which is driving the stock now. China/Europe are against it... and not sure if $AAPL / $MSFT / $AMZN / $GOOG are onboard (all use ARM's architecture). As you know... these tech giants have politicians in their pocket.,[],"['aapl', 'msft', 'amzn', 'goog']"
280,2021-08-20,07:30:00,theflynews,REPORT: Google shutting down health group $GOOG $GOOGL $CERN  https://t.co/Im0F3EXzP9,[],"['goog', 'googl', 'cern']"
281,2021-08-20,07:28:30,prasant56069147,$goog  Real price will come out soon; Follow price targets::.            https://t.co/Bsmzbyk6B2,[],['goog']
282,2021-08-20,07:27:21,guycreal,$ocgn slowly the news is coming out. The vaccines aren’t working like they promised. Covaxin is a non mRNA vaccine that works. $100+ target. $mrna $pfe $tsla $nio $msft $amzn $aapl $goog @TopStockAlerts1 @Therese18228995 @CathieDWood,[],"['ocgn', 'mrna', 'pfe', 'tsla', 'nio', 'msft', 'amzn', 'aapl', 'goog']"
283,2021-08-20,07:22:18,jackmor98705125,This morning's Market Report just sent. Have a great weekend!  $SPY $SPX $DJIA $QQQ $IWM $VIX $AAPL $GOOG $XOM $INTC $IBM $GLD $SLV $ABNB $SPOT $AMZN $SPOT  https://t.co/p7TmXgE90e,[],"['spy', 'spx', 'djia', 'qqq', 'iwm', 'vix', 'aapl', 'goog', 'xom', 'intc', 'ibm', 'gld', 'slv', 'abnb', 'spot', 'amzn', 'spot']"
284,2021-08-20,07:15:15,llcbillionaire,$GOOG  squeezing up,[],['goog']
285,2021-08-20,07:14:29,alwaysatrader,We are having a great time so far🥳🍻  Don't miss out next big Alerts🚨  🎯~Chat-Room details in Bio~🎯  $GEVO $FSR $JMIA $LYFT $SONO $VPER $VISM $XELA $APT $JAKK $BIOL $BLFS $NOVN $AYRO $BSQR $DTST $DLPN $TDAC $SOLO $NBY $CLSN $MARK $VXX $FEYE $VRTX $GOOG $IPA  #OptionsTrading  https://t.co/0CVtvf3tQq,['optionstrading'],"['gevo', 'fsr', 'jmia', 'lyft', 'sono', 'vper', 'vism', 'xela', 'apt', 'jakk', 'biol', 'blfs', 'novn', 'ayro', 'bsqr', 'dtst', 'dlpn', 'tdac', 'solo', 'nby', 'clsn', 'mark', 'vxx', 'feye', 'vrtx', 'goog', 'ipa']"
286,2021-08-20,07:00:04,gafambot,【GAFAM】 📱 $GOOG 2749.77 (+0.42%) 🛒 $AMZN 3191.21 (+0.11%) 📘 $FB 356.34 (+0.34%) 🍎 $AAPL 147.59 (+0.61%) 🖥 $MSFT 302.32 (+1.87%)  2021-08-20 23:00,[],"['goog', 'amzn', 'fb', 'aapl', 'msft']"
287,2021-08-20,06:59:38,shravjhangiani,"If you could only buy 5 stocks and had to HODL for 5 years, which would you pick?   Mine would be: $GOOG $SHOP $ROKU $ZM $PTON",[],"['goog', 'shop', 'roku', 'zm', 'pton']"
288,2021-08-20,06:59:01,minorityrepfire,これま？ $GOOG $GOOGL 勝ち組になっちゃう？AWSは？？まさか $SNOW を食ってしまうとは、Google恐るべし…,[],"['goog', 'googl', 'snow']"
289,2021-08-20,06:57:25,dividedchamp,$GOOG Google shuts down unified health division as chief leaves company  https://t.co/2aelhlpHmQ,[],['goog']
290,2021-08-20,06:54:08,mukund,Which company did you think had the BEST earnings? Beat and raise guidance  $ZI $SNAP $GOOG $SKIN $UPST $DLO $GLBE Other?,[],"['zi', 'snap', 'goog', 'skin', 'upst', 'dlo', 'glbe']"
291,2021-08-20,06:47:18,earningsahead,Today's Market Heatmap - August 20  $TSLA +1.71% $BCS -1.14% $DE +1.66% $JNJ 0.00% $AMZN +0.23% $COIN +1.64% $FL +10.54% $GOOGL -0.01% $GOOG -0.21% $AAPL +0.46% $NVDA +2.18% $FB -0.12% $MSFT +0.89% $AZN 0.00% $ROST -4.44% $BABA +2.39%  https://t.co/NnILFdPQP6,[],"['tsla', 'bcs', 'de', 'jnj', 'amzn', 'coin', 'fl', 'googl', 'goog', 'aapl', 'nvda', 'fb', 'msft', 'azn', 'rost', 'baba']"
292,2021-08-20,06:33:14,chowzam,"@KreizJordy Thanks for posting Jordy, Ad Spend 🔥 (of course, overlaps Covid) Should be positive for some of my favorites… $FB, $GOOG, $TTD, $ROKU, $AMZN, $MGNI, $PINS",[],"['fb', 'goog', 'ttd', 'roku', 'amzn', 'mgni', 'pins']"
293,2021-08-20,06:26:32,echarkov,"$QQQ $SPY $TQQQ $SOXL $BTC $TSLA $DIA $NDX  $RUT $IWM $SPX $XLF $XLE $VIX $GLD $GC  $SLV $PALL $FB $GOOG /ES strong support is 4372,first resistance is 4415.IF 4415 fails,next resistance is 4430.Expect some volatility with a full moon on Sunday.",[],"['qqq', 'spy', 'tqqq', 'soxl', 'btc', 'tsla', 'dia', 'ndx', 'rut', 'iwm', 'spx', 'xlf', 'xle', 'vix', 'gld', 'gc', 'slv', 'pall', 'fb', 'goog']"
294,2021-08-20,06:23:28,iamphil15,@Post_Market Long $goog &amp; $aapl,[],"['goog', 'aapl']"
295,2021-08-20,06:20:11,tamitrader,$goog Real price will come out soon!!    https://t.co/4JFot7Ri2r,[],['goog']
296,2021-08-20,06:14:07,undercoverscalp,For the $TDOC bulls  No position in either $TDOC or $GOOG (but I like big tech over $TDOC),[],"['tdoc', 'tdoc', 'goog', 'tdoc']"
297,2021-08-20,06:11:16,brainpowerws,@NPasalodos @cerd0cap Coces del 50% mejor evitarlas. $GOOG o $AWK son muy nobles en la subida 😉,[],"['goog', 'awk']"
298,2021-08-20,06:10:17,63_hyacinth,"Google shutting down health group, Business Insider reports $GOOGL $GOOG $CERN",[],"['googl', 'goog', 'cern']"
299,2021-08-20,06:08:32,sellvolbuytesla,Did $AAPL and $GOOG announce they are closing health units? Anyone know why?,[],"['aapl', 'goog']"
300,2021-08-20,06:05:41,sbwcws,"Google shutting down health group, Business Insider reports $GOOGL $GOOG $CERN",[],"['googl', 'goog', 'cern']"
301,2021-08-20,06:02:54,investidea1,$SONY Sony owns almost 50% of the worldwide image sensor market  https://t.co/HskYM13GI8 $NVDA $INTC $VMEO $GOOG $TSLA $DMLRY $AMAT $FB $AMZN $SPCE $AMD $SNE $SSNLF $SFTBY $AAPL $C $CS,[],"['sony', 'nvda', 'intc', 'vmeo', 'goog', 'tsla', 'dmlry', 'amat', 'fb', 'amzn', 'spce', 'amd', 'sne', 'ssnlf', 'sftby', 'aapl', 'c', 'cs']"
302,2021-08-20,06:01:18,stockbot0001,$GOOG Twitter Sentiment on 19 Aug 2021 was: ▒ Positive 37.7% █ Negative 11.0% ░ Neutral 51.3% ▒▒▒▒▒▒▒▒██░░░░░░░░░░,[],['goog']
303,2021-08-20,06:00:25,8_yuce,"this is how #Y8 sees the current future of #GOOG, $GOOG  https://t.co/augl4R0WPX","['y8', 'goog']",['goog']
304,2021-08-20,06:00:04,gafambot,【GAFAM】 📱 $GOOG 2738.27 (+0.25%) 🛒 $AMZN 3187.75 (-0.42%) 📘 $FB 355.12 (-0.09%) 🍎 $AAPL 146.70 (+0.23%) 🖥 $MSFT 296.77 (+2.08%)  2021-08-20 22:00,[],"['goog', 'amzn', 'fb', 'aapl', 'msft']"
305,2021-08-20,06:00:04,algostockalerts,💼Insider Buying🟢:  $BMEA - $6.6M $DNUT - $3.4M $AMEH - $2.9M $RL - $1.0M $HROW - $0.6M $RILY - $0.6M $LUMO - $0.6M  💼Insider Selling🔴:  $PZZA - $78.4M $CVNA - $42.0M $GOOG - $38.2M $PG - $27.9M $CRM - $5.1M $WK - $4.7M $NET - $4.2M $ZIP - $4.2M   https://t.co/8wbvWej4ky,[],"['bmea', 'dnut', 'ameh', 'rl', 'hrow', 'rily', 'lumo', 'pzza', 'cvna', 'goog', 'pg', 'crm', 'wk', 'net', 'zip']"
306,2021-08-20,05:56:12,drugdoctor2014,$SHWZ $2.18 - MARIJUANA HOME DELIVERY Press Release&gt;&gt; $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS  $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA  $CDNS $CAVM $CERN $PCLN  $NFLX $CHTR $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH $TSCO  https://t.co/T8Y7fLxaio,[],"['shwz', 'amzn', 'tsla', 'wmt', 'tgt', 'nvda', 'spy', 'gld', 'ebay', 'aapl', 'fb', 'twtr', 'gs', 's', 'goog', 'dis', 'ibm', 'msft', 'bidu', 'vz', 'adbe', 'amat', 'adsk', 'avgo', 'baba', 'cdns', 'cavm', 'cern', 'pcln', 'nflx', 'chtr', 'foxa', 'rost', 'dish', 'mat', 'bbby', 'viab', 'qvca', 'nclh', 'tsco']"
307,2021-08-20,05:54:03,lnvestingwizard,"@garyblack00 Get not being able to raise $TSLA PT off if only have one number &amp; not a blend.. never understood how Wall Street didn't talk in range of outcomes, until v recently &amp; still not common when should be default logic. Lots of competitors to $GOOG search too. TSLA FSD edge is MASSIVE.",[],"['tsla', 'goog']"
308,2021-08-20,05:52:13,livetradechat,$goog Real price will come out soon;           https://t.co/bM2Eh4tHcN,[],['goog']
309,2021-08-20,05:51:45,itradevol,YouTube Live Pre Market Show We Will have a Q and A and you can ask Questions about any stock!!   https://t.co/8TkbKWq30u via @YouTube $AMD $AAPL $SQ $AMZN  $EA $SEDG $MA $V $KO $PYPL $RCL $GOOG $NKLA $DKNG $HD $ROKU $NFLX $FB  $GLD $VXX $MSFT,[],"['amd', 'aapl', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'ko', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku', 'nflx', 'fb', 'gld', 'vxx', 'msft']"
310,2021-08-20,05:49:26,taocapmktmodel,"Pre-market results: $SPY is inside Big-Drop signal, $SPY is Bullish, bolded, confidence 65.6%;  Stock pick: $GOOG, $TGT, $AMAT, $EFX, $FB, $CSCO, $FE, $DFS, Daily #market prediction and #stock pick @TaoCapMktModel.  https://t.co/RPUBAiX5rm","['market', 'stock']","['spy', 'spy', 'goog', 'tgt', 'amat', 'efx', 'fb', 'csco', 'fe', 'dfs']"
311,2021-08-20,05:49:02,taocapmktmodel,"Pre-market results: $SPY is inside Big-Drop signal, $SPY is Bullish, bolded, confidence 65.6%;  Stock pick: $GOOG, $TGT, $AMAT, $EFX, $FB, $CSCO, $FE, $DFS, Daily #market prediction and #stock pick @TaoCapMktModel.  https://t.co/8uSo3CODDh","['market', 'stock']","['spy', 'spy', 'goog', 'tgt', 'amat', 'efx', 'fb', 'csco', 'fe', 'dfs']"
312,2021-08-20,05:41:22,01stocksavage,$fb $twtr $amzn $nflx $goog,[],"['fb', 'twtr', 'amzn', 'nflx', 'goog']"
313,2021-08-20,05:30:01,prolifictraders,“I’m only rich because I know when I’m wrong… I basically have survived by recognizing my mistakes.”   — George Soros  $AAPL $MSFT $GOOG $GOOGL $AMZN $FB $AMC $BABA $TSLA $BRK.A $BRK.B $NDVA $JPM $JNJ $WMT $UNH $MA $HD $BAC $PG $ASML $PYPL $DIS $ADBE $NKE $NFLX $INTC $PEP $SHOP,[],"['aapl', 'msft', 'goog', 'googl', 'amzn', 'fb', 'amc', 'baba', 'tsla', 'brk.a', 'brk.b', 'ndva', 'jpm', 'jnj', 'wmt', 'unh', 'ma', 'hd', 'bac', 'pg', 'asml', 'pypl', 'dis', 'adbe', 'nke', 'nflx', 'intc', 'pep', 'shop']"
314,2021-08-20,05:18:55,newsfilterio,"Facebook Is ‘a Screaming Value,’ Says This Top-Performing Fund Manager $AAPL $GOOG $MA $FB $NVDA  https://t.co/VFHaEbeKA9",[],"['aapl', 'goog', 'ma', 'fb', 'nvda']"
315,2021-08-20,05:10:54,newsfilterio,4 Stocks Insiders Are Selling $GOOG $ADMA $TRMB $LLY  https://t.co/uPGm6eOOG9,[],"['goog', 'adma', 'trmb', 'lly']"
316,2021-08-20,05:03:00,theburdettelawf,Price x volume leaders Thursday - $NVDA $AAPL $AMZN $BABA $TSLA $AMD $MSFT $MRNA $FB $NFLX $M $PFE $GOOGL $BA $NIO $GOOG $CSCO $BAC $CVX $AMC $BNTX $CRM $UPST $PLTR $TSM $XOM $SNOA $DIS $SQ $JPM $MU $PYPL $CLF $C $NKE $DASH $GM $V $ROKU $BIDU $FISV $VALE  https://t.co/hVY7Obhi3f,[],"['nvda', 'aapl', 'amzn', 'baba', 'tsla', 'amd', 'msft', 'mrna', 'fb', 'nflx', 'm', 'pfe', 'googl', 'ba', 'nio', 'goog', 'csco', 'bac', 'cvx', 'amc', 'bntx', 'crm', 'upst', 'pltr', 'tsm', 'xom', 'snoa', 'dis', 'sq', 'jpm', 'mu', 'pypl', 'clf', 'c', 'nke', 'dash', 'gm', 'v', 'roku', 'bidu', 'fisv', 'vale']"
317,2021-08-20,05:01:38,fromvalue,"2nd-mover advantage is often underrated. If you have seen companies make mistakes, you can learn from that.  Examples? $AAPL's iPhone / $BB $GOOGL $GOOG's search engine /Yahoo! $ZM / Skype $SE's Shopee / $BABA's Lazada $NKE / Adidas &amp; Puma  What else?",[],"['aapl', 'bb', 'googl', 'goog', 'zm', 'se', 'baba', 'nke']"
318,2021-08-20,05:00:22,bs_marker,Stock: $GOOG - Alphabet Inc. *** NEWS *** Skyworks Solutions Inc: Will This 5G Stock Soar to New Heights? - Profit Confidential  https://t.co/FwTEPNj2ML Try now the Best Pivot Point Calculator!!  https://t.co/QAggKu4VvG #tradingview #stocks #stockstowatch  https://t.co/7wkBzYzjKD,"['tradingview', 'stocks', 'stockstowatch']",['goog']
319,2021-08-20,04:59:41,grahm_larry,WALLSTREETBETS MAJOR BUY ALERT: This Stock Is Set For A FDA Approval 8/23/21 That is Likely To Pass  https://t.co/52booWiajJ $VPRX $NAOV $ALF $CARA $GLG $AMC $DAL $AAL $LUV $VA $ALK $CCL $RCL $MSFT $GOOG $GOOGL $WEN $JACK $TACO $BKW $MCD $COKE $PEP $KO,[],"['vprx', 'naov', 'alf', 'cara', 'glg', 'amc', 'dal', 'aal', 'luv', 'va', 'alk', 'ccl', 'rcl', 'msft', 'goog', 'googl', 'wen', 'jack', 'taco', 'bkw', 'mcd', 'coke', 'pep', 'ko']"
320,2021-08-20,04:58:56,matthewchatlin,"@Tesla robot announcement makes me think $appl $msft $goog $Fb $Ibm should have similar aspirations. This is amazing, every home will have one or more depending on price. Rosie from the Jetsons.  https://t.co/RpctJLZHJ2",[],"['appl', 'msft', 'goog', 'fb', 'ibm']"
321,2021-08-20,04:44:57,pricedinbtc,1 year ago a share of $GOOG cost 12.1M #sats.  Today a share of Alphabet stock is 6.1M sats.   Priced in fiat Alphabet is up 73%  Priced in #Bitcoin  it’s down 55%   https://t.co/MI5A5touVY | Supported By @MimesisCapital  https://t.co/qTFJxnbMLf,"['sats', 'bitcoin']",['goog']
322,2021-08-20,04:41:33,63_hyacinth,"Video application downloads trending lower, Google gaining, says JPMorgan $ZM $MSFT $GOOG $GOOGL",[],"['zm', 'msft', 'goog', 'googl']"
323,2021-08-20,04:39:41,sbwcws,"Video application downloads trending lower, Google gaining, says JPMorgan $ZM $MSFT $GOOG $GOOGL",[],"['zm', 'msft', 'goog', 'googl']"
324,2021-08-20,04:31:01,stocksxl,"@dengusa Using personal data for other purposes than agreed ( $GOOG, $FB), not allowing competitors on a platform ( $AAPL), abuse of data ( $AMZN vs. 3rd-party sellers, $GOOG shop vs. competitor ranking).  If you want to know all the details, the EU complaints are an excellent source ..",[],"['goog', 'fb', 'aapl', 'amzn', 'goog']"
325,2021-08-20,04:26:46,newsfilterio,"How China's GDPR Could Spell More Trouble For Alibaba, Tencent, Baidu, Bilibili? $FB $GOOG $GOOGL $BABA $DIDI  https://t.co/rvDDdbWQbc",[],"['fb', 'goog', 'googl', 'baba', 'didi']"
326,2021-08-20,04:15:23,jecika80252462,$BTC $ETH $LINK $XTZ $ADA $VET $KNC $SXP $TWTR $ES $JD $BABA $BIDU $TME  $SPY $QQQ $DIS $TSLA $SHOP $AMD $AAPL $SQ $AMZN  $EA $SEDG $MA $V $KO $PYPL $RCL $GOOG $NKLA $DKNG $HD $ROKU $NFLX $FB  $GILD $VXX $MSFT $SPY   Thanks to the discord group for the traders  https://t.co/KP89TkKuEh,[],"['btc', 'eth', 'link', 'xtz', 'ada', 'vet', 'knc', 'sxp', 'twtr', 'es', 'jd', 'baba', 'bidu', 'tme', 'spy', 'qqq', 'dis', 'tsla', 'shop', 'amd', 'aapl', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'ko', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku', 'nflx', 'fb', 'gild', 'vxx', 'msft', 'spy']"
327,2021-08-20,04:03:16,prasant56069147,$goog    Real price will come out soon; Follow price targets::.:            https://t.co/Bsmzbyk6B2,[],['goog']
328,2021-08-20,04:00:36,tamitrader,$goog Real price will come out soon!   https://t.co/4JFot7Ri2r,[],['goog']
329,2021-08-20,03:58:36,prasant56069147,$goog  Real price will come out soon; Follow price targets::.            https://t.co/Bsmzbyk6B2,[],['goog']
330,2021-08-20,03:42:12,alwaysatrader,We are having a great time so far🥳🍻  Don't miss out next big Alerts🚨  🎯~Chat-Room details in Bio~🎯  $GEVO $FSR $JMIA $LYFT $SONO $VPER $VISM $XELA $APT $JAKK $BIOL $BLFS $NOVN $AYRO $BSQR $DTST $DLPN $TDAC $SOLO $NBY $CLSN $MARK $VXX $FEYE $VRTX $GOOG $IPA  #OptionsTrading  https://t.co/7lz9PmZ6mg,['optionstrading'],"['gevo', 'fsr', 'jmia', 'lyft', 'sono', 'vper', 'vism', 'xela', 'apt', 'jakk', 'biol', 'blfs', 'novn', 'ayro', 'bsqr', 'dtst', 'dlpn', 'tdac', 'solo', 'nby', 'clsn', 'mark', 'vxx', 'feye', 'vrtx', 'goog', 'ipa']"
331,2021-08-20,03:32:57,optioncharts,$GOOG Implied Volatility expiration 08/20/2021 #maxpain #options  https://t.co/bBOI4lNznM  https://t.co/DDuGYzWqdO,"['maxpain', 'options']",['goog']
332,2021-08-20,03:26:56,newsfilterio,Google Health Chief Quits To Join As CEO At Health-Tech Company $GOOG $GOOGL $CERN  https://t.co/GlJuFrq8kg,[],"['goog', 'googl', 'cern']"
333,2021-08-20,03:24:55,technewsclub,Google Health Chief Quits To Join As CEO At Health-Tech Company $GOOG  Get the full story here 👇  https://t.co/Yh5IrA5dq3,[],['goog']
334,2021-08-20,03:21:03,stckpro,$GOOG $GOOGL NEW ARTICLE : Google Health Chief Quits To Join As CEO At Health-Tech Company  https://t.co/51teEHJKFR Get all the latest $GOOG related news here :  https://t.co/cboaNl2bcm  https://t.co/rzDeRL7Qx0,[],"['goog', 'googl', 'goog']"
335,2021-08-20,03:17:11,investingplug,"@drowsyinvestor Great list my friend.   My list:  - Any significant pullback in $SHOP $NVDA $PLTR $GOOG $INMD $U $TTD $CRWD $MELI  - Ready gifts: $NVTA $TDOC  Yeah, under water in all my small caps  https://t.co/djLNWtSgsF",[],"['shop', 'nvda', 'pltr', 'goog', 'inmd', 'u', 'ttd', 'crwd', 'meli', 'nvta', 'tdoc']"
336,2021-08-20,02:54:04,tamitrader,$goog Real price will come out soon.    https://t.co/4JFot7Ri2r,[],['goog']
337,2021-08-20,02:38:05,spiecr,This morning's Market Report just sent. Have a great weekend!  $SPY $SPX $DJIA $QQQ $IWM $VIX $AAPL $GOOG $XOM $INTC $IBM $GLD $SLV $ABNB $SPOT $AMZN $SPOT  https://t.co/yofo3DmjDp,[],"['spy', 'spx', 'djia', 'qqq', 'iwm', 'vix', 'aapl', 'goog', 'xom', 'intc', 'ibm', 'gld', 'slv', 'abnb', 'spot', 'amzn', 'spot']"
338,2021-08-20,02:33:53,newsfilterio,REUTERS NEWS SCHEDULE AT 10 p.m. GMT/ 6 a.m. SGT $TRI $FB $JNJ $TSLA $GOOG  https://t.co/6Wa0zwklPZ,[],"['tri', 'fb', 'jnj', 'tsla', 'goog']"
339,2021-08-20,02:23:55,newsfilterio,"$38,218,717.12 of shares sold by Page Lawrence (Director), reported in a new form 4 filed with the SEC  $GOOG  https://t.co/ypRmmPvFah",[],['goog']
340,2021-08-20,02:06:03,xglobalmarkets,FANG+ Constituents:  $AAPL 146.19 -0.37% $AMZN 3180 -0.18% $BABA 160.92 +0.22% $BIDU 136.66 -0.48% $FB 353.14 -0.51% $GOOG 2728.57 -0.3% $NFLX 541.5 -0.56% $NVDA 197.68 -0.08% $TSLA 675.49 +0.27% $TWTR 62.19 -0.15%  #XGlobalMarkets,['xglobalmarkets'],"['aapl', 'amzn', 'baba', 'bidu', 'fb', 'goog', 'nflx', 'nvda', 'tsla', 'twtr']"
341,2021-08-20,02:05:47,igsquawk,FANG+ Constituents:  $AAPL 146.19 -0.37% $AMZN 3180 -0.18% $BABA 160.92 +0.22% $BIDU 136.66 -0.48% $FB 353.14 -0.51% $GOOG 2728.57 -0.3% $NFLX 541.5 -0.56% $NVDA 197.68 -0.08% $TSLA 675.49 +0.27% $TWTR 62.19 -0.15%,[],"['aapl', 'amzn', 'baba', 'bidu', 'fb', 'goog', 'nflx', 'nvda', 'tsla', 'twtr']"
